Titre,lien_wikipedia,annee,url_imdb,url_allocine
15 août,"https://fr.wikipedia.org/wiki/15_ao%C3%BBt_(film,_2001,_Alessandrin)",2000,https://www.imdb.com/title/tt0271935,https://www.allocine.fr/film/fichefilm_gen_cfilm=19430.html
À l'attaque !,https://fr.wikipedia.org/wiki/%C3%80_l%27attaque_!,2000,https://www.imdb.com/title/tt0235108,https://www.allocine.fr/film/fichefilm_gen_cfilm=23133.html
Les Acteurs,https://fr.wikipedia.org/wiki/Les_Acteurs,2000,https://www.imdb.com/title/tt0211900,https://www.allocine.fr/film/fichefilm_gen_cfilm=23668.html
"Belphégor, le fantôme du louvre","https://fr.wikipedia.org/wiki/Belph%C3%A9gor,_le_fant%C3%B4me_du_louvre",2000,https://www.imdb.com/title/tt0214529,https://www.allocine.fr/film/fichefilm_gen_cfilm=27435.html
Les Blessures assassines,https://fr.wikipedia.org/wiki/Les_Blessures_assassines,2000,https://www.imdb.com/title/tt0216578,https://www.allocine.fr/film/fichefilm_gen_cfilm=27127.html
La Candide Madame Duff,https://fr.wikipedia.org/wiki/La_Candide_Madame_Duff,2000,https://www.imdb.com/title/tt0213539,https://www.allocine.fr/film/fichefilm_gen_cfilm=21843.html
Les Destinées sentimentales,https://fr.wikipedia.org/wiki/Les_Destin%C3%A9es_sentimentales_(film),2000,https://www.imdb.com/title/tt0216689,https://www.allocine.fr/film/fichefilm_gen_cfilm=25249.html
Esther Kahn,https://fr.wikipedia.org/wiki/Esther_Kahn,2000,https://www.imdb.com/title/tt0183056,https://www.allocine.fr/film/fichefilm_gen_cfilm=6702.html
La Fausse Suivante,https://fr.wikipedia.org/wiki/La_Fausse_Suivante_(film),2000,https://www.imdb.com/title/tt0233709,https://www.allocine.fr/film/fichefilm_gen_cfilm=23065.html
La Faute à Voltaire,https://fr.wikipedia.org/wiki/La_Faute_%C3%A0_Voltaire,2000,https://www.imdb.com/title/tt0239388,https://www.allocine.fr/film/fichefilm_gen_cfilm=28254.html
Le Glandeur,https://fr.wikipedia.org/wiki/Le_Glandeur,2000,https://www.imdb.com/title/tt0235428,https://www.allocine.fr/film/fichefilm_gen_cfilm=26068.html
Les Glaneurs et la Glaneuse,https://fr.wikipedia.org/wiki/Les_Glaneurs_et_la_Glaneuse,2000,https://www.imdb.com/title/tt0247380,https://www.allocine.fr/film/fichefilm_gen_cfilm=25251.html
Le Goût des autres,https://fr.wikipedia.org/wiki/Le_Go%C3%BBt_des_autres,2000,https://www.imdb.com/title/tt0216787,https://www.allocine.fr/film/fichefilm_gen_cfilm=22758.html
"Harry, un ami qui vous veut du bien","https://fr.wikipedia.org/wiki/Harry,_un_ami_qui_vous_veut_du_bien",2000,https://www.imdb.com/title/tt0216800,https://www.allocine.fr/film/fichefilm_gen_cfilm=25210.html
Merci pour le chocolat,https://fr.wikipedia.org/wiki/Merci_pour_le_chocolat,2000,https://www.imdb.com/title/tt0232083,https://www.allocine.fr/film/fichefilm_gen_cfilm=26119.html
"Mercredi, folle journée !","https://fr.wikipedia.org/wiki/Mercredi,_folle_journ%C3%A9e_!",2000,https://www.imdb.com/title/tt0244071,https://www.allocine.fr/film/fichefilm_gen_cfilm=29965.html
Old school,https://fr.wikipedia.org/wiki/Old_School_(film),2000,https://www.imdb.com/title/tt0248254,https://www.allocine.fr/film/fichefilm_gen_cfilm=25254.html
Les Rivières pourpres,https://fr.wikipedia.org/wiki/Les_Rivi%C3%A8res_pourpres_(film),2000,https://www.imdb.com/title/tt0228786,https://www.allocine.fr/film/fichefilm_gen_cfilm=1325.html
Sade,"https://fr.wikipedia.org/wiki/Sade_(film,_2000)",2000,https://www.imdb.com/title/tt0217019,https://www.allocine.fr/film/fichefilm_gen_cfilm=25516.html
Saint-Cyr,https://fr.wikipedia.org/wiki/Saint-Cyr_(film),2000,https://www.imdb.com/title/tt0187474,https://www.allocine.fr/film/fichefilm_gen_cfilm=24536.html
Selon Matthieu,https://fr.wikipedia.org/wiki/Selon_Matthieu,2000,https://www.imdb.com/title/tt0230753,https://www.allocine.fr/film/fichefilm_gen_cfilm=27772.html
Six-Pack,https://fr.wikipedia.org/wiki/Six-Pack_(film),2000,https://www.imdb.com/title/tt0221554,https://www.allocine.fr/film/fichefilm_gen_cfilm=23485.html
Sous le sable,https://fr.wikipedia.org/wiki/Sous_le_sable,2000,https://www.imdb.com/title/tt0240913,https://www.allocine.fr/film/fichefilm_gen_cfilm=26706.html
Tontaine et Tonton,https://fr.wikipedia.org/wiki/Tontaine_et_Tonton,2000,https://www.imdb.com/title/tt0240121,NA
Total Western,https://fr.wikipedia.org/wiki/Total_Western,2000,https://www.imdb.com/title/tt0216750,https://www.allocine.fr/film/fichefilm_gen_cfilm=25101.html
Tout est calme,https://fr.wikipedia.org/wiki/Tout_est_calme_(film),2000,https://www.imdb.com/title/tt0216941,https://www.allocine.fr/film/fichefilm_gen_cfilm=21331.html
Une affaire de goût,https://fr.wikipedia.org/wiki/Une_affaire_de_go%C3%BBt,2000,https://www.imdb.com/title/tt0217119,https://www.allocine.fr/film/fichefilm_gen_cfilm=23997.html
La Veuve de Saint-Pierre,https://fr.wikipedia.org/wiki/La_Veuve_de_Saint-Pierre,2000,https://www.imdb.com/title/tt0191636,https://www.allocine.fr/film/fichefilm_gen_cfilm=23426.html
La ville est tranquille,https://fr.wikipedia.org/wiki/La_ville_est_tranquille,2000,https://www.imdb.com/title/tt0234988,https://www.allocine.fr/film/fichefilm_gen_cfilm=26404.html
À ma sœur !,https://fr.wikipedia.org/wiki/%C3%80_ma_s%C5%93ur_!,2001,https://www.imdb.com/title/tt0243255,https://www.allocine.fr/film/fichefilm_gen_cfilm=29378.html
L'Anglaise et le Duc,https://fr.wikipedia.org/wiki/L%27Anglaise_et_le_Duc,2001,https://www.imdb.com/title/tt0239234,https://www.allocine.fr/film/fichefilm_gen_cfilm=29072.html
La Bête de miséricorde,https://fr.wikipedia.org/wiki/La_B%C3%AAte_de_mis%C3%A9ricorde,2001,https://www.imdb.com/title/tt0274403,https://www.allocine.fr/film/fichefilm_gen_cfilm=37424.html
Betty Fisher et autres histoires,https://fr.wikipedia.org/wiki/Betty_Fisher_et_autres_histoires,2001,https://www.imdb.com/title/tt0269329,https://www.allocine.fr/film/fichefilm_gen_cfilm=28389.html
La Boîte,"https://fr.wikipedia.org/wiki/La_Bo%C3%AEte_(film,_2001)",2001,https://www.imdb.com/title/tt0262301,https://www.allocine.fr/film/fichefilm_gen_cfilm=26872.html
Brève Traversée,https://fr.wikipedia.org/wiki/Br%C3%A8ve_Travers%C3%A9e,2001,https://www.imdb.com/title/tt0299594,https://www.allocine.fr/film/fichefilm_gen_cfilm=38166.html
La Chambre des officiers,https://fr.wikipedia.org/wiki/La_Chambre_des_officiers,2001,https://www.imdb.com/title/tt0273148,https://www.allocine.fr/film/fichefilm_gen_cfilm=28113.html
Carrément à l'ouest,https://fr.wikipedia.org/wiki/Carr%C3%A9ment_%C3%A0_l%27ouest,2001,https://www.imdb.com/title/tt0268211,https://www.allocine.fr/film/fichefilm_gen_cfilm=34505.html
Éloge de l'amour,https://fr.wikipedia.org/wiki/%C3%89loge_de_l%27amour,2001,https://www.imdb.com/title/tt0181912,https://www.allocine.fr/film/fichefilm_gen_cfilm=105965.html
L'Emploi du temps,"https://fr.wikipedia.org/wiki/L%27Emploi_du_temps_(film,_2001)",2001,https://www.imdb.com/title/tt0279065,https://www.allocine.fr/film/fichefilm_gen_cfilm=29277.html
Le Fabuleux Destin d'Amélie Poulain,https://fr.wikipedia.org/wiki/Le_Fabuleux_Destin_d%27Am%C3%A9lie_Poulain,2001,https://www.imdb.com/title/tt0211915,https://www.allocine.fr/film/fichefilm_gen_cfilm=27063.html
Félix et Lola,https://fr.wikipedia.org/wiki/F%C3%A9lix_et_Lola,2001,https://www.imdb.com/title/tt0260036,https://www.allocine.fr/film/fichefilm_gen_cfilm=28293.html
Intimité,https://fr.wikipedia.org/wiki/Intimit%C3%A9_(film),2001,https://www.imdb.com/title/tt0256103,https://www.allocine.fr/film/fichefilm_gen_cfilm=31992.html
Loin,https://fr.wikipedia.org/wiki/Loin_(film),2001,https://www.imdb.com/title/tt0258242,https://www.allocine.fr/film/fichefilm_gen_cfilm=29194.html
Ma femme est une actrice,https://fr.wikipedia.org/wiki/Ma_femme_est_une_actrice,2001,https://www.imdb.com/title/tt0269499,https://www.allocine.fr/film/fichefilm_gen_cfilm=28474.html
"Oui, mais...","https://fr.wikipedia.org/wiki/Oui,_mais...",2001,https://www.imdb.com/title/tt0246278,https://www.allocine.fr/film/fichefilm_gen_cfilm=29325.html
Le Pacte des loups,https://fr.wikipedia.org/wiki/Le_Pacte_des_loups,2001,https://www.imdb.com/title/tt0237534,https://www.allocine.fr/film/fichefilm_gen_cfilm=27764.html
Le Petit Poucet,"https://fr.wikipedia.org/wiki/Le_Petit_Poucet_(film,_2001)",2001,https://www.imdb.com/title/tt0249081,https://www.allocine.fr/film/fichefilm_gen_cfilm=28884.html
Le Peuple migrateur,https://fr.wikipedia.org/wiki/Le_Peuple_migrateur,2001,https://www.imdb.com/title/tt0301727,https://www.allocine.fr/film/fichefilm_gen_cfilm=28882.html
Le Placard,https://fr.wikipedia.org/wiki/Le_Placard,2001,https://www.imdb.com/title/tt0243493,https://www.allocine.fr/film/fichefilm_gen_cfilm=27793.html
Les Portes de la gloire,https://fr.wikipedia.org/wiki/Les_Portes_de_la_gloire,2001,https://www.imdb.com/title/tt0246158,https://www.allocine.fr/film/fichefilm_gen_cfilm=29251.html
Quand on sera grand,https://fr.wikipedia.org/wiki/Quand_on_sera_grand,2001,https://www.imdb.com/title/tt0265602,https://www.allocine.fr/film/fichefilm_gen_cfilm=29318.html
Sexy Boys,https://fr.wikipedia.org/wiki/Sexy_Boys,2001,https://www.imdb.com/title/tt0282155,https://www.allocine.fr/film/fichefilm_gen_cfilm=28953.html
Le Soleil au-dessus des nuages,https://fr.wikipedia.org/wiki/Le_Soleil_au-dessus_des_nuages,2001,https://www.imdb.com/title/tt0240009,NA
Stalingrad,"https://fr.wikipedia.org/wiki/Stalingrad_(film,_2001)",2001,https://www.imdb.com/title/tt0215750,https://www.allocine.fr/film/fichefilm_gen_cfilm=29371.html
Sur mes lèvres,https://fr.wikipedia.org/wiki/Sur_mes_l%C3%A8vres,2001,https://www.imdb.com/title/tt0274117,https://www.allocine.fr/film/fichefilm_gen_cfilm=29044.html
Tosca,"https://fr.wikipedia.org/wiki/Tosca_(film,_2001)",2001,https://www.imdb.com/title/tt0240122,https://www.allocine.fr/film/fichefilm_gen_cfilm=29264.html
La Tour Montparnasse infernale,https://fr.wikipedia.org/wiki/La_Tour_Montparnasse_infernale,2001,https://www.imdb.com/title/tt0259060,https://www.allocine.fr/film/fichefilm_gen_cfilm=27438.html
Un crime au Paradis,https://fr.wikipedia.org/wiki/Un_crime_au_Paradis,2001,https://www.imdb.com/title/tt0245530,https://www.allocine.fr/film/fichefilm_gen_cfilm=27446.html
Va savoir,https://fr.wikipedia.org/wiki/Va_savoir,2001,https://www.imdb.com/title/tt0242994,https://www.allocine.fr/film/fichefilm_gen_cfilm=28111.html
Les Visiteurs en Amérique,https://fr.wikipedia.org/wiki/Les_Visiteurs_en_Am%C3%A9rique,2001,https://www.imdb.com/title/tt0189192,https://www.allocine.fr/film/fichefilm_gen_cfilm=32547.html
17 fois Cécile Cassard,https://fr.wikipedia.org/wiki/17_fois_C%C3%A9cile_Cassard,2002,https://www.imdb.com/title/tt0296591,https://www.allocine.fr/film/fichefilm_gen_cfilm=28366.html
À la folie... pas du tout,https://fr.wikipedia.org/wiki/%C3%80_la_folie..._pas_du_tout,2002,https://www.imdb.com/title/tt0291579,https://www.allocine.fr/film/fichefilm_gen_cfilm=39132.html
Adolphe,https://fr.wikipedia.org/wiki/Adolphe_(film),2002,https://www.imdb.com/title/tt0307923,https://www.allocine.fr/film/fichefilm_gen_cfilm=42945.html
L'Adversaire,"https://fr.wikipedia.org/wiki/L%27Adversaire_(film,_2002)",2002,https://www.imdb.com/title/tt0273069,https://www.allocine.fr/film/fichefilm_gen_cfilm=29062.html
Ah ! si j'étais riche,https://fr.wikipedia.org/wiki/Ah_!_si_j%27%C3%A9tais_riche,2002,https://www.imdb.com/title/tt0315152,https://www.allocine.fr/film/fichefilm_gen_cfilm=42346.html
Les Araignées de la nuit,https://fr.wikipedia.org/wiki/Les_Araign%C3%A9es_de_la_nuit,2002,https://www.imdb.com/title/tt0312375,https://www.allocine.fr/film/fichefilm_gen_cfilm=44638.html
Astérix et Obélix : Mission Cléopâtre,https://fr.wikipedia.org/wiki/Ast%C3%A9rix_et_Ob%C3%A9lix_:_Mission_Cl%C3%A9op%C3%A2tre,2002,https://www.imdb.com/title/tt0250223,https://www.allocine.fr/film/fichefilm_gen_cfilm=28537.html
Au plus près du paradis,https://fr.wikipedia.org/wiki/Au_plus_pr%C3%A8s_du_paradis,2002,https://www.imdb.com/title/tt0290435,https://www.allocine.fr/film/fichefilm_gen_cfilm=28548.html
L'Auberge espagnole,https://fr.wikipedia.org/wiki/L%27Auberge_espagnole,2002,https://www.imdb.com/title/tt0283900,https://www.allocine.fr/film/fichefilm_gen_cfilm=33468.html
Embrassez qui vous voudrez,https://fr.wikipedia.org/wiki/Embrassez_qui_vous_voudrez,2002,https://www.imdb.com/title/tt0290916,https://www.allocine.fr/film/fichefilm_gen_cfilm=34176.html
L'Homme du train,"https://fr.wikipedia.org/wiki/L%27Homme_du_train_(film,_2002)",2002,https://www.imdb.com/title/tt0301414,https://www.allocine.fr/film/fichefilm_gen_cfilm=41415.html
Huit femmes,https://fr.wikipedia.org/wiki/Huit_femmes_(film),2002,https://www.imdb.com/title/tt0283832,https://www.allocine.fr/film/fichefilm_gen_cfilm=32701.html
Le Boulet,https://fr.wikipedia.org/wiki/Le_Boulet,2002,https://www.imdb.com/title/tt0283957,https://www.allocine.fr/film/fichefilm_gen_cfilm=29104.html
Laissez-passer,https://fr.wikipedia.org/wiki/Laissez-passer_(film),2002,https://www.imdb.com/title/tt0269461,https://www.allocine.fr/film/fichefilm_gen_cfilm=29064.html
Ma femme s'appelle Maurice,https://fr.wikipedia.org/wiki/Ma_femme_s%27appelle_Maurice,2002,https://www.imdb.com/title/tt0291320,https://www.allocine.fr/film/fichefilm_gen_cfilm=42130.html
Marie-Jo et ses deux amours,https://fr.wikipedia.org/wiki/Marie-Jo_et_ses_deux_amours,2002,https://www.imdb.com/title/tt0293401,https://www.allocine.fr/film/fichefilm_gen_cfilm=28524.html
Mon idole,https://fr.wikipedia.org/wiki/Mon_idole,2002,https://www.imdb.com/title/tt0309872,https://www.allocine.fr/film/fichefilm_gen_cfilm=42388.html
La Petite Lili,https://fr.wikipedia.org/wiki/La_Petite_Lili,2002,https://www.imdb.com/title/tt0335351,https://www.allocine.fr/film/fichefilm_gen_cfilm=28655.html
Le Pianiste,https://fr.wikipedia.org/wiki/Le_Pianiste,2002,https://www.imdb.com/title/tt0253474,https://www.allocine.fr/film/fichefilm_gen_cfilm=28359.html
La Pianiste,https://fr.wikipedia.org/wiki/La_Pianiste,2002,https://www.imdb.com/title/tt0254686,https://www.allocine.fr/film/fichefilm_gen_cfilm=28658.html
Rue des plaisirs,https://fr.wikipedia.org/wiki/Rue_des_plaisirs,2002,https://www.imdb.com/title/tt0275639,https://www.allocine.fr/film/fichefilm_gen_cfilm=28892.html
Sex Is Comedy,https://fr.wikipedia.org/wiki/Sex_Is_Comedy,2002,https://www.imdb.com/title/tt0304678,https://www.allocine.fr/film/fichefilm_gen_cfilm=28916.html
Sucre amer,"https://fr.wikipedia.org/wiki/Sucre_amer_(film,_1998)",2002,https://www.imdb.com/title/tt0206321,https://www.allocine.fr/film/fichefilm_gen_cfilm=18247.html
Un monde presque paisible,https://fr.wikipedia.org/wiki/Un_monde_presque_paisible,2002,https://www.imdb.com/title/tt0318780,https://www.allocine.fr/film/fichefilm_gen_cfilm=43008.html
Une femme de ménage,https://fr.wikipedia.org/wiki/Une_femme_de_m%C3%A9nage,2002,https://www.imdb.com/title/tt0291538,https://www.allocine.fr/film/fichefilm_gen_cfilm=35156.html
18 ans après,https://fr.wikipedia.org/wiki/18_ans_apr%C3%A8s,2003,https://www.imdb.com/title/tt0271337,https://www.allocine.fr/film/fichefilm_gen_cfilm=35990.html
Bon voyage,"https://fr.wikipedia.org/wiki/Bon_Voyage_(film,_2003)",2003,https://www.imdb.com/title/tt0310778,https://www.allocine.fr/film/fichefilm_gen_cfilm=43958.html
Ce jour-là,"https://fr.wikipedia.org/wiki/Ce_jour-l%C3%A0_(film,_2003)",2003,https://www.imdb.com/title/tt0343524,https://www.allocine.fr/film/fichefilm_gen_cfilm=47724.html
Le Cœur des hommes,https://fr.wikipedia.org/wiki/Le_C%C5%93ur_des_hommes,2003,https://www.imdb.com/title/tt0349225,https://www.allocine.fr/film/fichefilm_gen_cfilm=48422.html
Les Côtelettes,https://fr.wikipedia.org/wiki/Les_C%C3%B4telettes_(film),2003,https://www.imdb.com/title/tt0293672,https://www.allocine.fr/film/fichefilm_gen_cfilm=43265.html
Effroyables Jardins,https://fr.wikipedia.org/wiki/Effroyables_Jardins,2003,https://www.imdb.com/title/tt0285052,https://www.allocine.fr/film/fichefilm_gen_cfilm=47066.html
Les Égarés,"https://fr.wikipedia.org/wiki/Les_%C3%89gar%C3%A9s_(film,_2003)",2003,https://www.imdb.com/title/tt0329111,https://www.allocine.fr/film/fichefilm_gen_cfilm=44473.html
L'Esquive,https://fr.wikipedia.org/wiki/L%27Esquive,2003,https://www.imdb.com/title/tt0338977,https://www.allocine.fr/film/fichefilm_gen_cfilm=48230.html
La Fleur du mal,https://fr.wikipedia.org/wiki/La_Fleur_du_mal,2003,https://www.imdb.com/title/tt0322289,https://www.allocine.fr/film/fichefilm_gen_cfilm=45460.html
France Boutique,https://fr.wikipedia.org/wiki/France_Boutique,2003,https://www.imdb.com/title/tt0339028,https://www.allocine.fr/film/fichefilm_gen_cfilm=34194.html
Le Furet,"https://fr.wikipedia.org/wiki/Le_Furet_(film,_2003)",2003,https://www.imdb.com/title/tt0371342,https://www.allocine.fr/film/fichefilm_gen_cfilm=53828.html
Nathalie...,https://fr.wikipedia.org/wiki/Nathalie...,2003,https://www.imdb.com/title/tt0348853,https://www.allocine.fr/film/fichefilm_gen_cfilm=28691.html
"Moi César, 10 ans ½, 1m39","https://fr.wikipedia.org/wiki/Moi_C%C3%A9sar,_10_ans_%C2%BD,_1m39",2003,https://www.imdb.com/title/tt0314390,https://www.allocine.fr/film/fichefilm_gen_cfilm=46416.html
Ni pour ni contre (bien au contraire),https://fr.wikipedia.org/wiki/Ni_pour_ni_contre_(bien_au_contraire),2003,https://www.imdb.com/title/tt0298082,https://www.allocine.fr/film/fichefilm_gen_cfilm=41311.html
Notre musique,https://fr.wikipedia.org/wiki/Notre_musique,2003,https://www.imdb.com/title/tt0360845,https://www.allocine.fr/film/fichefilm_gen_cfilm=51311.html
Pas sur la bouche,https://fr.wikipedia.org/wiki/Pas_sur_la_bouche,2003,https://www.imdb.com/title/tt0356999,https://www.allocine.fr/film/fichefilm_gen_cfilm=50327.html
Raja,"https://fr.wikipedia.org/wiki/Raja_(film,_2003)",2003,https://www.imdb.com/title/tt0339558,https://www.allocine.fr/film/fichefilm_gen_cfilm=48665.html
Ripoux 3,https://fr.wikipedia.org/wiki/Ripoux_3,2003,https://www.imdb.com/title/tt0351795,https://www.allocine.fr/film/fichefilm_gen_cfilm=48415.html
Son frère,https://fr.wikipedia.org/wiki/Son_fr%C3%A8re,2003,https://www.imdb.com/title/tt0351770,https://www.allocine.fr/film/fichefilm_gen_cfilm=47796.html
Swimming Pool,https://fr.wikipedia.org/wiki/Swimming_Pool,2003,https://www.imdb.com/title/tt0324133,https://www.allocine.fr/film/fichefilm_gen_cfilm=46022.html
Tais-toi !,https://fr.wikipedia.org/wiki/Tais-toi_!,2003,https://www.imdb.com/title/tt0310203,https://www.allocine.fr/film/fichefilm_gen_cfilm=48382.html
La Beuze,https://fr.wikipedia.org/wiki/La_Beuze,2003,https://www.imdb.com/title/tt0343426,https://www.allocine.fr/film/fichefilm_gen_cfilm=48388.html
5×2,https://fr.wikipedia.org/wiki/5%C3%972,2004,https://www.imdb.com/title/tt0354356,https://www.allocine.fr/film/fichefilm_gen_cfilm=51310.html
36 quai des Orfèvres,https://fr.wikipedia.org/wiki/36_quai_des_Orf%C3%A8vres_(film),2004,https://www.imdb.com/title/tt0390808,https://www.allocine.fr/film/fichefilm_gen_cfilm=54673.html
À tout de suite,https://fr.wikipedia.org/wiki/%C3%80_tout_de_suite,2004,https://www.imdb.com/title/tt0407342,https://www.allocine.fr/film/fichefilm_gen_cfilm=56828.html
Anatomie de l'enfer,https://fr.wikipedia.org/wiki/Anatomie_de_l%27enfer,2004,https://www.imdb.com/title/tt0348529,https://www.allocine.fr/film/fichefilm_gen_cfilm=28487.html
Azé,https://fr.wikipedia.org/wiki/Az%C3%A9_(film),2004,https://www.imdb.com/title/tt0396473,https://www.allocine.fr/film/fichefilm_gen_cfilm=26358.html
Banlieue 13,https://fr.wikipedia.org/wiki/Banlieue_13,2004,https://www.imdb.com/title/tt0414852,https://www.allocine.fr/film/fichefilm_gen_cfilm=54107.html
Les Choristes,https://fr.wikipedia.org/wiki/Les_Choristes_(film),2004,https://www.imdb.com/title/tt0372824,https://www.allocine.fr/film/fichefilm_gen_cfilm=50325.html
Comme une image,https://fr.wikipedia.org/wiki/Comme_une_image,2004,https://www.imdb.com/title/tt0374583,https://www.allocine.fr/film/fichefilm_gen_cfilm=51309.html
Confidences trop intimes,https://fr.wikipedia.org/wiki/Confidences_trop_intimes,2004,https://www.imdb.com/title/tt0363532,https://www.allocine.fr/film/fichefilm_gen_cfilm=48208.html
La Demoiselle d'honneur,https://fr.wikipedia.org/wiki/La_Demoiselle_d%27honneur,2004,https://www.imdb.com/title/tt0405866,https://www.allocine.fr/film/fichefilm_gen_cfilm=53643.html
Deux Frères,"https://fr.wikipedia.org/wiki/Deux_Fr%C3%A8res_(film,_2004)",2004,https://www.imdb.com/title/tt0338512,https://www.allocine.fr/film/fichefilm_gen_cfilm=48229.html
Dogora : Ouvrons les yeux,https://fr.wikipedia.org/wiki/Dogora_:_Ouvrons_les_yeux,2004,https://www.imdb.com/title/tt0400370,https://www.allocine.fr/film/fichefilm_gen_cfilm=108101.html
L'Enquête corse,https://fr.wikipedia.org/wiki/L%27Enqu%C3%AAte_corse_(film),2004,https://www.imdb.com/title/tt0380349,https://www.allocine.fr/film/fichefilm_gen_cfilm=52648.html
L'Esquive,https://fr.wikipedia.org/wiki/L%27Esquive,2004,https://www.imdb.com/title/tt0338977,https://www.allocine.fr/film/fichefilm_gen_cfilm=48230.html
Feux rouges,https://fr.wikipedia.org/wiki/Feux_rouges_(film),2004,https://www.imdb.com/title/tt0365190,https://www.allocine.fr/film/fichefilm_gen_cfilm=51336.html
Holy Lola,https://fr.wikipedia.org/wiki/Holy_Lola,2004,https://www.imdb.com/title/tt0384177,https://www.allocine.fr/film/fichefilm_gen_cfilm=55456.html
"Léo, en jouant « Dans la compagnie des hommes »","https://fr.wikipedia.org/wiki/L%C3%A9o,_en_jouant_%C2%AB_Dans_la_compagnie_des_hommes_%C2%BB",2004,https://www.imdb.com/title/tt0353400,https://www.allocine.fr/film/fichefilm_gen_cfilm=52633.html
Ma mère,"https://fr.wikipedia.org/wiki/Ma_m%C3%A8re_(film,_2004)",2004,https://www.imdb.com/title/tt0381392,https://www.allocine.fr/film/fichefilm_gen_cfilm=53979.html
Mon père est ingénieur,https://fr.wikipedia.org/wiki/Mon_p%C3%A8re_est_ing%C3%A9nieur,2004,https://www.imdb.com/title/tt0363826,https://www.allocine.fr/film/fichefilm_gen_cfilm=52551.html
Podium,https://fr.wikipedia.org/wiki/Podium_(film),2004,https://www.imdb.com/title/tt0354836,https://www.allocine.fr/film/fichefilm_gen_cfilm=48266.html
Les Rivières pourpres 2 : Les Anges de l'apocalypse,https://fr.wikipedia.org/wiki/Les_Rivi%C3%A8res_pourpres_2_:_Les_Anges_de_l%27apocalypse,2004,https://www.imdb.com/title/tt0337103,https://www.allocine.fr/film/fichefilm_gen_cfilm=47703.html
Rois et Reine,https://fr.wikipedia.org/wiki/Rois_et_Reine,2004,https://www.imdb.com/title/tt0344273,https://www.allocine.fr/film/fichefilm_gen_cfilm=55662.html
RRRrrrr!!!,https://fr.wikipedia.org/wiki/RRRrrrr!!!,2004,https://www.imdb.com/title/tt0357111,https://www.allocine.fr/film/fichefilm_gen_cfilm=50145.html
Les Temps qui changent,https://fr.wikipedia.org/wiki/Les_Temps_qui_changent,2004,https://www.imdb.com/title/tt0399738,https://www.allocine.fr/film/fichefilm_gen_cfilm=56738.html
Touristes ? Oh yes !,https://fr.wikipedia.org/wiki/Touristes_%3F_Oh_yes_!,2004,https://www.imdb.com/title/tt0424510,https://www.allocine.fr/film/fichefilm_gen_cfilm=127759.html
Triple Agent,https://fr.wikipedia.org/wiki/Triple_Agent,2004,https://www.imdb.com/title/tt0374294,https://www.allocine.fr/film/fichefilm_gen_cfilm=49334.html
Un long dimanche de fiançailles,https://fr.wikipedia.org/wiki/Un_long_dimanche_de_fian%C3%A7ailles_(film),2004,https://www.imdb.com/title/tt0344510,https://www.allocine.fr/film/fichefilm_gen_cfilm=48349.html
"Va, vis et deviens","https://fr.wikipedia.org/wiki/Va,_vis_et_deviens",2004,https://www.imdb.com/title/tt0388505,https://www.allocine.fr/film/fichefilm_gen_cfilm=109342.html
Les Amants réguliers,https://fr.wikipedia.org/wiki/Les_Amants_r%C3%A9guliers,2005,https://www.imdb.com/title/tt0443844,https://www.allocine.fr/film/fichefilm_gen_cfilm=59881.html
Les Âmes grises,https://fr.wikipedia.org/wiki/Les_%C3%82mes_grises_(film),2005,https://www.imdb.com/title/tt0431493,https://www.allocine.fr/film/fichefilm_gen_cfilm=59433.html
Angel-A,https://fr.wikipedia.org/wiki/Angel-A,2005,https://www.imdb.com/title/tt0473753,https://www.allocine.fr/film/fichefilm_gen_cfilm=61511.html
De battre mon cœur s'est arrêté,https://fr.wikipedia.org/wiki/De_battre_mon_c%C5%93ur_s%27est_arr%C3%AAt%C3%A9,2005,https://www.imdb.com/title/tt0411270,https://www.allocine.fr/film/fichefilm_gen_cfilm=57956.html
Le Cactus,https://fr.wikipedia.org/wiki/Le_Cactus,2005,https://www.imdb.com/title/tt0464059,https://www.allocine.fr/film/fichefilm_gen_cfilm=61209.html
Combien tu m'aimes ?,https://fr.wikipedia.org/wiki/Combien_tu_m%27aimes_%3F,2005,https://www.imdb.com/title/tt0420555,https://www.allocine.fr/film/fichefilm_gen_cfilm=57218.html
Douches froides,https://fr.wikipedia.org/wiki/Douches_froides,2005,https://www.imdb.com/title/tt0422133,https://www.allocine.fr/film/fichefilm_gen_cfilm=60766.html
Gabrielle,"https://fr.wikipedia.org/wiki/Gabrielle_(film,_2005)",2005,https://www.imdb.com/title/tt0435479,https://www.allocine.fr/film/fichefilm_gen_cfilm=57211.html
Gentille,https://fr.wikipedia.org/wiki/Gentille_(film),2005,https://www.imdb.com/title/tt0434969,https://www.allocine.fr/film/fichefilm_gen_cfilm=57667.html
Grabuge !,https://fr.wikipedia.org/wiki/Grabuge_!,2005,https://www.imdb.com/title/tt0451749,https://www.allocine.fr/film/fichefilm_gen_cfilm=61183.html
Innocence,"https://fr.wikipedia.org/wiki/Innocence_(film,_2005)",2005,https://www.imdb.com/title/tt0375233,https://www.allocine.fr/film/fichefilm_gen_cfilm=53108.html
Je vous trouve très beau,https://fr.wikipedia.org/wiki/Je_vous_trouve_tr%C3%A8s_beau,2005,https://www.imdb.com/title/tt0450664,https://www.allocine.fr/film/fichefilm_gen_cfilm=59132.html
