Titre,lien_wikipedia,annee,url_imdb,url_allocine
Ma famille et le loup,https://fr.wikipedia.org/wiki/Ma_famille_et_le_loup,2019,https://www.imdb.com/title/tt5869404,https://www.allocine.fr/film/fichefilm_gen_cfilm=268225.html
"Roubaix, une lumière","https://fr.wikipedia.org/wiki/Roubaix,_une_lumi%C3%A8re",2019,https://www.imdb.com/title/tt8359840,https://www.allocine.fr/film/fichefilm_gen_cfilm=264597.html
Thalasso,https://fr.wikipedia.org/wiki/Thalasso_(film),2019,https://www.imdb.com/title/tt9699640,https://www.allocine.fr/film/fichefilm_gen_cfilm=269466.html
La Dernière Vie de Simon,https://fr.wikipedia.org/wiki/La_Derni%C3%A8re_Vie_de_Simon,2019,https://www.imdb.com/title/tt6487174,https://www.allocine.fr/film/fichefilm_gen_cfilm=268280.html
La Vie scolaire,https://fr.wikipedia.org/wiki/La_Vie_scolaire,2019,https://www.imdb.com/title/tt8783532,https://www.allocine.fr/film/fichefilm_gen_cfilm=266409.html
Une fille facile,https://fr.wikipedia.org/wiki/Une_fille_facile,2019,https://www.imdb.com/title/tt9632590,https://www.allocine.fr/film/fichefilm_gen_cfilm=266711.html
Vif-Argent,https://fr.wikipedia.org/wiki/Vif-Argent_(film),2019,https://www.imdb.com/title/t10224624,https://www.allocine.fr/film/fichefilm_gen_cfilm=273668.html
Frankie,"https://fr.wikipedia.org/wiki/Frankie_(film,_2019)",2019,https://www.imdb.com/title/tt8019694,https://www.allocine.fr/film/fichefilm_gen_cfilm=262695.html
J'accuse,"https://fr.wikipedia.org/wiki/J%27accuse_(film,_2019)",2019,https://www.imdb.com/title/tt2398149,https://www.allocine.fr/film/fichefilm_gen_cfilm=229982.html
Andy,"https://fr.wikipedia.org/wiki/Andy_(film,_2019)",2019,https://www.imdb.com/title/tt8956156,https://www.allocine.fr/film/fichefilm_gen_cfilm=273490.html
Fête de famille,"https://fr.wikipedia.org/wiki/F%C3%AAte_de_famille_(film,_2019)",2019,https://www.imdb.com/title/tt8080196,https://www.allocine.fr/film/fichefilm_gen_cfilm=265431.html
Fourmi,https://fr.wikipedia.org/wiki/Fourmi_(film),2019,https://www.imdb.com/title/tt9767556,https://www.allocine.fr/film/fichefilm_gen_cfilm=264696.html
Inséparables,"https://fr.wikipedia.org/wiki/Ins%C3%A9parables_(film,_2019)",2019,https://www.imdb.com/title/tt9811374,https://www.allocine.fr/film/fichefilm_gen_cfilm=261563.html
Les Hirondelles de Kaboul,https://fr.wikipedia.org/wiki/Les_Hirondelles_de_Kaboul_(film),2019,https://www.imdb.com/title/tt7534102,https://www.allocine.fr/film/fichefilm_gen_cfilm=257862.html
Deux moi,https://fr.wikipedia.org/wiki/Deux_moi,2019,https://www.imdb.com/title/t10407272,https://www.allocine.fr/film/fichefilm_gen_cfilm=268136.html
Jeanne,"https://fr.wikipedia.org/wiki/Jeanne_(film,_2019)",2019,https://www.imdb.com/title/tt8669356,https://www.allocine.fr/film/fichefilm_gen_cfilm=261704.html
Portrait de la jeune fille en feu,https://fr.wikipedia.org/wiki/Portrait_de_la_jeune_fille_en_feu,2019,https://www.imdb.com/title/tt8613070,https://www.allocine.fr/film/fichefilm_gen_cfilm=265621.html
Trois Jours et une vie,https://fr.wikipedia.org/wiki/Trois_Jours_et_une_vie_(film),2019,https://www.imdb.com/title/t10204366,https://www.allocine.fr/film/fichefilm_gen_cfilm=262748.html
Selfie,"https://fr.wikipedia.org/wiki/Selfie_(film,_2019)",2019,https://www.imdb.com/title/tt8572922,https://www.allocine.fr/film/fichefilm_gen_cfilm=265262.html
Au nom de la terre,https://fr.wikipedia.org/wiki/Au_nom_de_la_terre,2019,https://www.imdb.com/title/t10545470,https://www.allocine.fr/film/fichefilm_gen_cfilm=268282.html
Le Dindon,"https://fr.wikipedia.org/wiki/Le_Dindon_(film,_2019)",2019,https://www.imdb.com/title/tt8992390,https://www.allocine.fr/film/fichefilm_gen_cfilm=262869.html
Alice et le Maire,https://fr.wikipedia.org/wiki/Alice_et_le_Maire,2019,https://www.imdb.com/title/tt8903840,https://www.allocine.fr/film/fichefilm_gen_cfilm=264228.html
J'irai où tu iras,https://fr.wikipedia.org/wiki/J%27irai_o%C3%B9_tu_iras_(film),2019,https://www.imdb.com/title/t10533078,https://www.allocine.fr/film/fichefilm_gen_cfilm=267296.html
"Vous êtes jeunes, vous êtes beaux","https://fr.wikipedia.org/wiki/Vous_%C3%AAtes_jeunes,_vous_%C3%AAtes_beaux",2019,https://www.imdb.com/title/tt7933484,https://www.allocine.fr/film/fichefilm_gen_cfilm=267918.html
Bonjour le monde !,https://fr.wikipedia.org/wiki/Bonjour_le_monde_!,2019,https://www.imdb.com/title/t10872982,https://www.allocine.fr/film/fichefilm_gen_cfilm=273733.html
Debout sur la montagne,https://fr.wikipedia.org/wiki/Debout_sur_la_montagne,2019,https://www.imdb.com/title/t10384908,https://www.allocine.fr/film/fichefilm_gen_cfilm=267562.html
En liberté ! Le village démocratique de Pourgues,https://fr.wikipedia.org/w/index.php?title=En_libert%C3%A9_!_Le_village_d%C3%A9mocratique_de_Pourgues&action=edit&redlink=1,2019,NA,NA
Chambre 212,https://fr.wikipedia.org/wiki/Chambre_212,2019,https://www.imdb.com/title/t10115562,https://www.allocine.fr/film/fichefilm_gen_cfilm=270751.html
Donne-moi des ailes,https://fr.wikipedia.org/wiki/Donne-moi_des_ailes,2019,https://www.imdb.com/title/t10204940,https://www.allocine.fr/film/fichefilm_gen_cfilm=264387.html
Sœurs d'armes,"https://fr.wikipedia.org/wiki/S%C5%93urs_d%27armes_(film,_2019)",2019,https://www.imdb.com/title/tt7858472,https://www.allocine.fr/film/fichefilm_gen_cfilm=263157.html
Banlieusards,https://fr.wikipedia.org/wiki/Banlieusards,2019,https://www.imdb.com/title/t10958282,https://www.allocine.fr/film/fichefilm_gen_cfilm=266846.html
Fahim,https://fr.wikipedia.org/wiki/Fahim_(film),2019,https://www.imdb.com/title/tt4693588,https://www.allocine.fr/film/fichefilm_gen_cfilm=266327.html
Camille,"https://fr.wikipedia.org/wiki/Camille_(film,_2019)",2019,https://www.imdb.com/title/tt9678892,https://www.allocine.fr/film/fichefilm_gen_cfilm=268292.html
La Vérité si je mens ! Les débuts,https://fr.wikipedia.org/wiki/La_V%C3%A9rit%C3%A9_si_je_mens_!_Les_d%C3%A9buts,2019,https://www.imdb.com/title/tt9372116,https://www.allocine.fr/film/fichefilm_gen_cfilm=233486.html
L'Angle mort,https://fr.wikipedia.org/wiki/L%27Angle_mort_(film),2019,https://www.imdb.com/title/tt9412514,https://www.allocine.fr/film/fichefilm_gen_cfilm=249396.html
Hors normes,https://fr.wikipedia.org/wiki/Hors_normes,2019,https://www.imdb.com/title/tt8655470,https://www.allocine.fr/film/fichefilm_gen_cfilm=265905.html
Je ne sais pas si c'est tout le monde,https://fr.wikipedia.org/wiki/Je_ne_sais_pas_si_c%27est_tout_le_monde,2019,https://www.imdb.com/title/t10869774,https://www.allocine.fr/film/fichefilm_gen_cfilm=275503.html
"Les Municipaux, trop c'est trop","https://fr.wikipedia.org/wiki/Les_Municipaux,_trop_c%27est_trop",2019,https://www.imdb.com/title/tt9169966,https://www.allocine.fr/film/fichefilm_gen_cfilm=269086.html
Braquer Poitiers,https://fr.wikipedia.org/wiki/Braquer_Poitiers,2019,https://www.imdb.com/title/tt8421056,https://www.allocine.fr/film/fichefilm_gen_cfilm=274525.html
Mon chien Stupide,https://fr.wikipedia.org/wiki/Mon_chien_Stupide_(film),2019,https://www.imdb.com/title/t10143498,https://www.allocine.fr/film/fichefilm_gen_cfilm=266043.html
Play,"https://fr.wikipedia.org/wiki/Play_(film,_2019)",2019,https://www.imdb.com/title/tt7998848,https://www.allocine.fr/film/fichefilm_gen_cfilm=261633.html
Un monde plus grand,https://fr.wikipedia.org/wiki/Un_monde_plus_grand,2019,https://www.imdb.com/title/tt7265272,https://www.allocine.fr/film/fichefilm_gen_cfilm=258264.html
Amour-eux,https://fr.wikipedia.org/w/index.php?title=Amour-eux&action=edit&redlink=1,2019,NA,NA
La Belle Époque,https://fr.wikipedia.org/wiki/La_Belle_%C3%89poque_(film),2019,https://www.imdb.com/title/tt9172422,https://www.allocine.fr/film/fichefilm_gen_cfilm=267228.html
Place des victoires,https://fr.wikipedia.org/wiki/Place_des_victoires_(film),2019,https://www.imdb.com/title/tt8431314,https://www.allocine.fr/film/fichefilm_gen_cfilm=269510.html
Furie,"https://fr.wikipedia.org/wiki/Furie_(film_fran%C3%A7ais,_2019)",2019,https://www.imdb.com/title/tt8246392,https://www.allocine.fr/film/fichefilm_gen_cfilm=264812.html
Joyeuse retraite !,https://fr.wikipedia.org/wiki/Joyeuse_retraite_!,2019,https://www.imdb.com/title/tt9454778,https://www.allocine.fr/film/fichefilm_gen_cfilm=268345.html
Les Enfants d'Isadora,https://fr.wikipedia.org/wiki/Les_Enfants_d%27Isadora,2019,https://www.imdb.com/title/t10444992,https://www.allocine.fr/film/fichefilm_gen_cfilm=273879.html
Terminal Sud,https://fr.wikipedia.org/wiki/Terminal_Sud,2019,https://www.imdb.com/title/t10292050,https://www.allocine.fr/film/fichefilm_gen_cfilm=261040.html
Les Éblouis,https://fr.wikipedia.org/wiki/Les_%C3%89blouis,2019,https://www.imdb.com/title/tt9170086,https://www.allocine.fr/film/fichefilm_gen_cfilm=258262.html
Les Traducteurs,https://fr.wikipedia.org/wiki/Les_Traducteurs,2019,https://www.imdb.com/title/tt6270534,https://www.allocine.fr/film/fichefilm_gen_cfilm=261613.html
Chanson douce,https://fr.wikipedia.org/wiki/Chanson_douce_(film),2019,https://www.imdb.com/title/tt7600706,https://www.allocine.fr/film/fichefilm_gen_cfilm=254956.html
Gloria Mundi,"https://fr.wikipedia.org/wiki/Gloria_Mundi_(film,_2019)",2019,https://www.imdb.com/title/tt9584814,https://www.allocine.fr/film/fichefilm_gen_cfilm=269632.html
Toute ressemblance...,https://fr.wikipedia.org/wiki/Toute_ressemblance...,2019,https://www.imdb.com/title/tt8338930,https://www.allocine.fr/film/fichefilm_gen_cfilm=251872.html
Le meilleur reste à venir,https://fr.wikipedia.org/wiki/Le_meilleur_reste_%C3%A0_venir,2019,https://www.imdb.com/title/tt9284430,https://www.allocine.fr/film/fichefilm_gen_cfilm=261634.html
Seules les bêtes,https://fr.wikipedia.org/wiki/Seules_les_b%C3%AAtes_(film),2019,https://www.imdb.com/title/t10409498,https://www.allocine.fr/film/fichefilm_gen_cfilm=270615.html
Les Envoûtés,"https://fr.wikipedia.org/wiki/Les_Envo%C3%BBt%C3%A9s_(film,_2019)",2019,https://www.imdb.com/title/tt7725374,https://www.allocine.fr/film/fichefilm_gen_cfilm=144623.html
Docteur ?,https://fr.wikipedia.org/wiki/Docteur_%3F,2019,https://www.imdb.com/title/t11013572,https://www.allocine.fr/film/fichefilm_gen_cfilm=271088.html
Lola vers la mer,https://fr.wikipedia.org/wiki/Lola_vers_la_mer,2019,https://www.imdb.com/title/tt8356178,https://www.allocine.fr/film/fichefilm_gen_cfilm=266270.html
Notre dame,https://fr.wikipedia.org/wiki/Notre_dame_(film),2019,https://www.imdb.com/title/tt9431080,https://www.allocine.fr/film/fichefilm_gen_cfilm=269716.html
La Sainte Famille,"https://fr.wikipedia.org/wiki/La_Sainte_Famille_(film,_2019)",2019,https://www.imdb.com/title/t10489382,https://www.allocine.fr/film/fichefilm_gen_cfilm=248102.html
Rendez-vous chez les Malawas,https://fr.wikipedia.org/wiki/Rendez-vous_chez_les_Malawas,2019,https://www.imdb.com/title/t10537978,https://www.allocine.fr/film/fichefilm_gen_cfilm=265573.html
Mirage,"https://fr.wikipedia.org/wiki/Mirage_(film,_2019)",2019,https://www.imdb.com/title/t10199588,https://www.allocine.fr/film/fichefilm_gen_cfilm=278451.html
La Vérité,"https://fr.wikipedia.org/wiki/La_V%C3%A9rit%C3%A9_(film,_2019)",2019,https://www.imdb.com/title/tt8323120,https://www.allocine.fr/film/fichefilm_gen_cfilm=264942.html
"D'un clandestin, l'autre","https://fr.wikipedia.org/wiki/D%27un_clandestin,_l%27autre",2019,NA,NA
La Bonne Épouse,https://fr.wikipedia.org/wiki/La_Bonne_%C3%89pouse,2020,https://www.imdb.com/title/t10441958,https://www.allocine.fr/film/fichefilm_gen_cfilm=271733.html
Divorce Club,https://fr.wikipedia.org/wiki/Divorce_Club,2020,https://www.imdb.com/title/tt9303772,https://www.allocine.fr/film/fichefilm_gen_cfilm=265572.html
La Daronne,https://fr.wikipedia.org/wiki/La_Daronne,2020,https://www.imdb.com/title/tt9288726,https://www.allocine.fr/film/fichefilm_gen_cfilm=268644.html
Une belle équipe,https://fr.wikipedia.org/wiki/Une_belle_%C3%A9quipe,2020,https://www.imdb.com/title/tt9031048,https://www.allocine.fr/film/fichefilm_gen_cfilm=261592.html
Sol,https://fr.wikipedia.org/wiki/Sol_(film),2020,https://www.imdb.com/title/t11281142,https://www.allocine.fr/film/fichefilm_gen_cfilm=274203.html
Mignonnes,https://fr.wikipedia.org/wiki/Mignonnes,2020,https://www.imdb.com/title/tt9196192,https://www.allocine.fr/film/fichefilm_gen_cfilm=258022.html
Je ne rêve que de vous,https://fr.wikipedia.org/wiki/Je_ne_r%C3%AAve_que_de_vous,2020,https://www.imdb.com/title/tt9079080,https://www.allocine.fr/film/fichefilm_gen_cfilm=270439.html
Le Réseau Shelburn,https://fr.wikipedia.org/wiki/Le_R%C3%A9seau_Shelburn,2020,NA,NA
K contraire,https://fr.wikipedia.org/wiki/K_contraire,2020,https://www.imdb.com/title/tt8847018,https://www.allocine.fr/film/fichefilm_gen_cfilm=263899.html
Qu'un sang impur...,https://fr.wikipedia.org/wiki/Qu%27un_sang_impur...,2020,https://www.imdb.com/title/tt9348690,https://www.allocine.fr/film/fichefilm_gen_cfilm=269982.html
Un vrai bonhomme,https://fr.wikipedia.org/wiki/Un_vrai_bonhomme,2020,https://www.imdb.com/title/tt9172490,https://www.allocine.fr/film/fichefilm_gen_cfilm=266257.html
Douze mille,https://fr.wikipedia.org/wiki/Douze_mille_(film),2020,https://www.imdb.com/title/tt9345778,https://www.allocine.fr/film/fichefilm_gen_cfilm=273270.html
L'Esprit de famille,"https://fr.wikipedia.org/wiki/L%27Esprit_de_famille_(film,_2020)",2020,https://www.imdb.com/title/tt8699286,https://www.allocine.fr/film/fichefilm_gen_cfilm=266036.html
Le Lion,"https://fr.wikipedia.org/wiki/Le_Lion_(film,_2020)",2020,https://www.imdb.com/title/tt9908390,https://www.allocine.fr/film/fichefilm_gen_cfilm=266064.html
Revenir,https://fr.wikipedia.org/wiki/Revenir_(film),2020,https://www.imdb.com/title/tt9411900,https://www.allocine.fr/film/fichefilm_gen_cfilm=266584.html
Petit Pays,https://fr.wikipedia.org/wiki/Petit_Pays_(film),2020,https://www.imdb.com/title/tt9665968,https://www.allocine.fr/film/fichefilm_gen_cfilm=269704.html
Ducobu 3,https://fr.wikipedia.org/wiki/Ducobu_3,2020,https://www.imdb.com/title/t10658928,https://www.allocine.fr/film/fichefilm_gen_cfilm=270878.html
Le Prince oublié,https://fr.wikipedia.org/wiki/Le_Prince_oubli%C3%A9,2020,https://www.imdb.com/title/tt8335482,https://www.allocine.fr/film/fichefilm_gen_cfilm=264386.html
10 jours sans maman,https://fr.wikipedia.org/wiki/10_jours_sans_maman,2020,https://www.imdb.com/title/t10251538,https://www.allocine.fr/film/fichefilm_gen_cfilm=273882.html
Amare Amaro,https://fr.wikipedia.org/wiki/Amare_Amaro,2020,https://www.imdb.com/title/tt8293906,https://www.allocine.fr/film/fichefilm_gen_cfilm=279951.html
Police,"https://fr.wikipedia.org/wiki/Police_(film,_2020)",2020,https://www.imdb.com/title/tt9850344,https://www.allocine.fr/film/fichefilm_gen_cfilm=267302.html
"Cyrille, agriculteur, 30 ans, 20 vaches, du lait, du beurre, des dettes","https://fr.wikipedia.org/wiki/Cyrille,_agriculteur,_30_ans,_20_vaches,_du_lait,_du_beurre,_des_dettes",2020,https://www.imdb.com/title/t11804388,https://www.allocine.fr/film/fichefilm_gen_cfilm=277723.html
Mes jours de gloire,https://fr.wikipedia.org/wiki/Mes_jours_de_gloire,2020,https://www.imdb.com/title/tt9625632,https://www.allocine.fr/film/fichefilm_gen_cfilm=263810.html
Mine de rien,https://fr.wikipedia.org/wiki/Mine_de_rien,2020,https://www.imdb.com/title/tt9568486,https://www.allocine.fr/film/fichefilm_gen_cfilm=20711.html
De Gaulle,https://fr.wikipedia.org/wiki/De_Gaulle_(film),2020,https://www.imdb.com/title/t10880402,https://www.allocine.fr/film/fichefilm_gen_cfilm=275227.html
Papi Sitter,https://fr.wikipedia.org/wiki/Papi_Sitter,2020,https://www.imdb.com/title/t10746876,https://www.allocine.fr/film/fichefilm_gen_cfilm=266103.html
Une sirène à Paris,https://fr.wikipedia.org/wiki/Une_sir%C3%A8ne_%C3%A0_Paris,2020,https://www.imdb.com/title/tt9209312,https://www.allocine.fr/film/fichefilm_gen_cfilm=269232.html
Adieu les cons,https://fr.wikipedia.org/wiki/Adieu_les_cons,2020,https://www.imdb.com/title/t10196398,https://www.allocine.fr/film/fichefilm_gen_cfilm=274345.html
Brutus vs César,https://fr.wikipedia.org/wiki/Brutus_vs_C%C3%A9sar,2020,https://www.imdb.com/title/t10557524,https://www.allocine.fr/film/fichefilm_gen_cfilm=271203.html
Les Parfums,https://fr.wikipedia.org/wiki/Les_Parfums,2020,https://www.imdb.com/title/t11748354,https://www.allocine.fr/film/fichefilm_gen_cfilm=269023.html
Été 85,https://fr.wikipedia.org/wiki/%C3%89t%C3%A9_85,2020,https://www.imdb.com/title/t10457128,https://www.allocine.fr/film/fichefilm_gen_cfilm=274837.html
Yakari,"https://fr.wikipedia.org/wiki/Yakari,_le_film",2020,https://www.imdb.com/title/t11125636,https://www.allocine.fr/film/fichefilm_gen_cfilm=261097.html
Voir le jour,https://fr.wikipedia.org/wiki/Voir_le_jour,2020,https://www.imdb.com/title/t11154574,https://www.allocine.fr/film/fichefilm_gen_cfilm=270880.html
30 Jours max,https://fr.wikipedia.org/wiki/30_Jours_max,2020,https://www.imdb.com/title/t11206302,https://www.allocine.fr/film/fichefilm_gen_cfilm=275355.html
Énorme,https://fr.wikipedia.org/wiki/%C3%89norme_(film),2020,https://www.imdb.com/title/tt8076110,https://www.allocine.fr/film/fichefilm_gen_cfilm=258205.html
"Les Choses qu'on dit, les choses qu'on fait","https://fr.wikipedia.org/wiki/Les_Choses_qu%27on_dit,_les_choses_qu%27on_fait",2020,https://www.imdb.com/title/t12443930,https://www.allocine.fr/film/fichefilm_gen_cfilm=278943.html
Messe basse,https://fr.wikipedia.org/wiki/Messe_basse_(film),2020,https://www.imdb.com/title/t11422136,https://www.allocine.fr/film/fichefilm_gen_cfilm=278579.html
Antoinette dans les Cévennes,https://fr.wikipedia.org/wiki/Antoinette_dans_les_C%C3%A9vennes,2020,https://www.imdb.com/title/t11013434,https://www.allocine.fr/film/fichefilm_gen_cfilm=272217.html
Un pays qui se tient sage,https://fr.wikipedia.org/wiki/Un_pays_qui_se_tient_sage,2020,https://www.imdb.com/title/t12313458,https://www.allocine.fr/film/fichefilm_gen_cfilm=283687.html
Mon cousin,https://fr.wikipedia.org/wiki/Mon_cousin_(film),2020,https://www.imdb.com/title/t10023150,https://www.allocine.fr/film/fichefilm_gen_cfilm=271832.html
Petit Vampire,https://fr.wikipedia.org/wiki/Petit_Vampire_(film),2020,https://www.imdb.com/title/tt7534136,https://www.allocine.fr/film/fichefilm_gen_cfilm=195021.html
Garçon chiffon,https://fr.wikipedia.org/wiki/Gar%C3%A7on_chiffon,2020,https://www.imdb.com/title/t11093134,https://www.allocine.fr/film/fichefilm_gen_cfilm=277935.html
Annette,https://fr.wikipedia.org/wiki/Annette_(film),2021,https://www.imdb.com/title/tt6217926,https://www.allocine.fr/film/fichefilm_gen_cfilm=235632.html
Le Sommet des dieux,https://fr.wikipedia.org/wiki/Le_Sommet_des_dieux_(film),2021,https://www.imdb.com/title/tt7014378,https://www.allocine.fr/film/fichefilm_gen_cfilm=269946.html
Illusions perdues,"https://fr.wikipedia.org/wiki/Illusions_perdues_(film,_2021)",2021,https://www.imdb.com/title/t10505316,https://www.allocine.fr/film/fichefilm_gen_cfilm=273621.html
Gagarine,https://fr.wikipedia.org/wiki/Gagarine_(film),2021,https://www.imdb.com/title/t12444424,https://www.allocine.fr/film/fichefilm_gen_cfilm=275839.html
"Onoda, 10 000 nuits dans la jungle","https://fr.wikipedia.org/wiki/Onoda,_10_000_nuits_dans_la_jungle",2021,https://www.imdb.com/title/tt9844938,https://www.allocine.fr/film/fichefilm_gen_cfilm=259606.html
L'Événement,https://fr.wikipedia.org/wiki/L%27%C3%89v%C3%A9nement_(film),2021,https://www.imdb.com/title/t13880104,https://www.allocine.fr/film/fichefilm_gen_cfilm=275122.html
Titane,https://fr.wikipedia.org/wiki/Titane_(film),2021,https://www.imdb.com/title/t10944760,https://www.allocine.fr/film/fichefilm_gen_cfilm=277192.html
Boîte noire,https://fr.wikipedia.org/wiki/Bo%C3%AEte_noire_(film),2021,https://www.imdb.com/title/t10341034,https://www.allocine.fr/film/fichefilm_gen_cfilm=274204.html
Serre moi fort,https://fr.wikipedia.org/wiki/Serre_moi_fort,2021,https://www.imdb.com/title/t13137576,https://www.allocine.fr/film/fichefilm_gen_cfilm=271838.html
Madeleine Collins,https://fr.wikipedia.org/wiki/Madeleine_Collins,2021,https://www.imdb.com/title/t11310670,https://www.allocine.fr/film/fichefilm_gen_cfilm=277500.html
Le Bal des folles,https://fr.wikipedia.org/wiki/Le_Bal_des_folles,2021,https://www.imdb.com/title/t11681282,https://www.allocine.fr/film/fichefilm_gen_cfilm=280349.html
Slalom,"https://fr.wikipedia.org/wiki/Slalom_(film,_2020)",2021,https://www.imdb.com/title/tt9697780,https://www.allocine.fr/film/fichefilm_gen_cfilm=271068.html
La Traversée,"https://fr.wikipedia.org/wiki/La_Travers%C3%A9e_(film,_2021)",2021,https://www.imdb.com/title/tt8567862,https://www.allocine.fr/film/fichefilm_gen_cfilm=257861.html
La Nuée,https://fr.wikipedia.org/wiki/La_Nu%C3%A9e,2021,https://www.imdb.com/title/t10675724,https://www.allocine.fr/film/fichefilm_gen_cfilm=273912.html
Teddy,"https://fr.wikipedia.org/wiki/Teddy_(film,_2020)",2021,https://www.imdb.com/title/t10469804,https://www.allocine.fr/film/fichefilm_gen_cfilm=277071.html
Les Intranquilles,https://fr.wikipedia.org/wiki/Les_Intranquilles,2021,https://www.imdb.com/title/t11611486,https://www.allocine.fr/film/fichefilm_gen_cfilm=277190.html
La Troisième Guerre,https://fr.wikipedia.org/wiki/La_Troisi%C3%A8me_Guerre,2021,https://www.imdb.com/title/t12792532,https://www.allocine.fr/film/fichefilm_gen_cfilm=277803.html
Benedetta,https://fr.wikipedia.org/wiki/Benedetta_(film),2021,https://www.imdb.com/title/tt6823148,https://www.allocine.fr/film/fichefilm_gen_cfilm=255795.html
Une vie démente,https://fr.wikipedia.org/wiki/Une_vie_d%C3%A9mente,2021,https://www.imdb.com/title/t13194566,https://www.allocine.fr/film/fichefilm_gen_cfilm=286025.html
Les Magnétiques,https://fr.wikipedia.org/wiki/Les_Magn%C3%A9tiques,2021,https://www.imdb.com/title/t14068864,https://www.allocine.fr/film/fichefilm_gen_cfilm=269517.html
Sous le ciel d'Alice,https://fr.wikipedia.org/wiki/Sous_le_ciel_d%27Alice,2021,https://www.imdb.com/title/t11952238,https://www.allocine.fr/film/fichefilm_gen_cfilm=279324.html
Une histoire d'amour et de désir,https://fr.wikipedia.org/wiki/Une_histoire_d%27amour_et_de_d%C3%A9sir,2021,https://www.imdb.com/title/t12077970,https://www.allocine.fr/film/fichefilm_gen_cfilm=273909.html
À l'abordage,"https://fr.wikipedia.org/wiki/%C3%80_l%27abordage_(film,_2020)",2021,https://www.imdb.com/title/t11068166,https://www.allocine.fr/film/fichefilm_gen_cfilm=276223.html
Suprêmes,https://fr.wikipedia.org/wiki/Supr%C3%AAmes_(film),2021,https://www.imdb.com/title/t15010786,https://www.allocine.fr/film/fichefilm_gen_cfilm=270890.html
BAC Nord,https://fr.wikipedia.org/wiki/BAC_Nord,2021,https://www.imdb.com/title/t10404944,https://www.allocine.fr/film/fichefilm_gen_cfilm=274530.html
L'Origine du monde,"https://fr.wikipedia.org/wiki/L%27Origine_du_monde_(film,_2020)",2021,https://www.imdb.com/title/t10551904,https://www.allocine.fr/film/fichefilm_gen_cfilm=275263.html
Oranges sanguines,https://fr.wikipedia.org/wiki/Oranges_sanguines,2021,https://www.imdb.com/title/t13274576,https://www.allocine.fr/film/fichefilm_gen_cfilm=287058.html
La Terre des hommes,https://fr.wikipedia.org/wiki/La_Terre_des_hommes,2021,https://www.imdb.com/title/t12440750,https://www.allocine.fr/film/fichefilm_gen_cfilm=269515.html
Les Deux Alfred,https://fr.wikipedia.org/wiki/Les_Deux_Alfred,2021,https://www.imdb.com/title/t12078024,https://www.allocine.fr/film/fichefilm_gen_cfilm=278933.html
Les Choses humaines,https://fr.wikipedia.org/wiki/Les_Choses_humaines_(film),2021,https://www.imdb.com/title/t13285394,https://www.allocine.fr/film/fichefilm_gen_cfilm=285799.html
Médecin de nuit,https://fr.wikipedia.org/wiki/M%C3%A9decin_de_nuit,2021,https://www.imdb.com/title/t11967116,https://www.allocine.fr/film/fichefilm_gen_cfilm=277729.html
Oxygène,"https://fr.wikipedia.org/wiki/Oxyg%C3%A8ne_(film,_2021)",2021,https://www.imdb.com/title/tt6341832,https://www.allocine.fr/film/fichefilm_gen_cfilm=257642.html
Bonne Mère,https://fr.wikipedia.org/wiki/Bonne_M%C3%A8re_(film),2021,https://www.imdb.com/title/t13006574,https://www.allocine.fr/film/fichefilm_gen_cfilm=225024.html
Rouge,"https://fr.wikipedia.org/wiki/Rouge_(film,_2020)",2021,https://www.imdb.com/title/t12444642,https://www.allocine.fr/film/fichefilm_gen_cfilm=283729.html
Cette musique ne joue pour personne,https://fr.wikipedia.org/wiki/Cette_musique_ne_joue_pour_personne,2021,https://www.imdb.com/title/t10965976,https://www.allocine.fr/film/fichefilm_gen_cfilm=269513.html
La Fracture,"https://fr.wikipedia.org/wiki/La_Fracture_(film,_2021)",2021,https://www.imdb.com/title/t13321730,https://www.allocine.fr/film/fichefilm_gen_cfilm=285934.html
Les Olympiades,https://fr.wikipedia.org/wiki/Les_Olympiades_(film),2021,https://www.imdb.com/title/t12708658,https://www.allocine.fr/film/fichefilm_gen_cfilm=285885.html
Mandibules,https://fr.wikipedia.org/wiki/Mandibules_(film),2021,https://www.imdb.com/title/t10375106,https://www.allocine.fr/film/fichefilm_gen_cfilm=274531.html
Le Dernier Voyage,"https://fr.wikipedia.org/wiki/Le_Dernier_Voyage_(film,_2020)",2021,https://www.imdb.com/title/tt6435934,https://www.allocine.fr/film/fichefilm_gen_cfilm=286161.html
De bas étage,https://fr.wikipedia.org/wiki/De_bas_%C3%A9tage,2021,https://www.imdb.com/title/t11338144,https://www.allocine.fr/film/fichefilm_gen_cfilm=279380.html
Ibrahim,"https://fr.wikipedia.org/wiki/Ibrahim_(film,_2020)",2021,https://www.imdb.com/title/t12444636,https://www.allocine.fr/film/fichefilm_gen_cfilm=280077.html
Pil,https://fr.wikipedia.org/wiki/Pil_(film),2021,https://www.imdb.com/title/t15091284,https://www.allocine.fr/film/fichefilm_gen_cfilm=280964.html
Cinquième Set,https://fr.wikipedia.org/wiki/Cinqui%C3%A8me_Set,2021,https://www.imdb.com/title/t11032810,https://www.allocine.fr/film/fichefilm_gen_cfilm=275419.html
Vaurien,"https://fr.wikipedia.org/wiki/Vaurien_(film,_2020)",2021,https://www.imdb.com/title/t12444430,https://www.allocine.fr/film/fichefilm_gen_cfilm=278845.html
